Unit	N0	N1	N2	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
244	Portugal	Coimbra	Mira	11886.0	-8.73266526019691	40.43950056753688	-8.73333333333332	40.44166666666666
245	Portugal	Coimbra	Miranda do Corvo	14160.0	-8.328335633770422	40.0976537829986	-8.341666666666669	40.05833333333333
246	Portugal	Coimbra	Montemor-o-Velho	27182.0	-8.644485070079213	40.21536554106764	-8.666666666666657	40.19166666666666
247	Portugal	Coimbra	Oliveira do Hospital	21438.0	-7.860245901639331	40.360473130297095	-7.85833333333332	40.29166666666666
248	Portugal	Coimbra	Pampilhosa da Serra	4310.0	-7.84050925925925	40.069135802469134	-7.849999999999994	40.01666666666666
249	Portugal	Coimbra	Penacova	15614.0	-8.322828139754506	40.28458681522748	-8.258333333333326	40.133333333333326
250	Portugal	Coimbra	Penela	6006.0	-8.384356725146176	40.02158119658119	-8.366666666666674	39.95833333333333
251	Portugal	Coimbra	Soure	19377.0	-8.656545209176784	40.07625833333333	-8.64166666666668	39.949999999999996
252	Portugal	Coimbra	Tábua	12185.0	-8.023442136498517	40.354214867180794	-8.008333333333326	40.24999999999999
253	Portugal	Coimbra	Vila Nova de Poiares	7413.0	-8.255476529160745	40.21228360488797	-8.25	40.158333333333324
254	Portugal	Évora	Alandroal	6035.0	-7.447651515151506	38.61116293532338	-7.400000000000006	38.54999999999999
255	Portugal	Évora	Arraiolos	7382.0	-7.982494758909866	38.7287865748709	-8.041666666666657	38.68333333333333
256	Portugal	Évora	Borba	7724.0	-7.455581955922867	38.80442477876105	-7.48333333333332	38.79166666666666
257	Portugal	Évora	Estremoz	14784.0	-7.588090435367292	38.84635953608247	-7.574999999999989	38.758333333333326
258	Portugal	Évora	Évora	56544.0	-7.913554590570698	38.57264424104626	-7.941666666666663	38.52499999999999
259	Portugal	Évora	Montemor-o-Novo	18057.0	-8.211605977551557	38.64866201524321	-8.275000000000006	38.49166666666666
260	Portugal	Évora	Mora	5365.0	-8.16094842130633	38.94486976814212	-8.074999999999989	38.89166666666666
261	Portugal	Évora	Mourão	2922.0	-7.341709956709963	38.37987380330721	-7.316666666666663	38.349999999999994
262	Portugal	Évora	Portel	6706.0	-7.700201288244784	38.30802581165557	-7.758333333333326	38.29166666666666
263	Portugal	Évora	Redondo	7070.0	-7.545270711024131	38.64534680638722	-7.583333333333343	38.56666666666666
264	Portugal	Évora	Reguengos de Monsaraz	11094.0	-7.5351114997813795	38.42742091282298	-7.533333333333331	38.349999999999994
265	Portugal	Évora	Vendas Novas	12000.0	-8.461600251301377	38.67658791835043	-8.474999999999994	38.54999999999999
266	Portugal	Évora	Viana do Alentejo	5705.0	-8.147078146611335	38.384062394031865	-8.066666666666663	38.34166666666666
267	Portugal	Évora	Vila Viçosa	8045.0	-7.4123287671232845	38.77589945676373	-7.425000000000011	38.71666666666666
268	Portugal	Faro	Albufeira	31427.0	-8.228458362009661	37.10363402952648	-8.258333333333326	37.09166666666666
269	Portugal	Faro	Alcoutim	2737.0	-7.719535519125685	37.432209499575904	-7.775000000000006	37.39999999999999
270	Portugal	Faro	Aljezur	5496.0	-8.798420074349451	37.32161755386564	-8.800000000000011	37.31666666666666
271	Portugal	Faro	Castro Marim	6511.0	-7.443944844124701	37.219704861111104	-7.51666666666668	37.20833333333333
272	Portugal	Faro	Faro	61221.0	-7.931744145749775	37.02716660610464	-7.908333333333331	37.033333333333324
273	Portugal	Faro	Lagoa	22461.0	-8.45860305059523	37.13618590762924	-8.458333333333343	37.06666666666666
274	Portugal	Faro	Lagos	23764.0	-8.68146449972761	37.105951544943814	-8.741666666666674	36.99166666666666
275	Portugal	Faro	Loulé	63388.0	-8.09028954802261	37.11527391975308	-8.116666666666674	37.08333333333333
276	Portugal	Faro	Monchique	6444.0	-8.55571002979147	37.31456696878146	-8.599999999999994	37.26666666666666
277	Portugal	Faro	Olhão	43533.0	-7.8366406520985095	37.0376461289611	-7.816666666666663	37.06666666666666
278	Portugal	Faro	Portimão	47849.0	-8.547532839339851	37.1424236013164	-8.583333333333343	37.10833333333333
279	Portugal	Faro	São Brás de Alportel	10165.0	-7.886978756884332	37.15507425086184	-7.900000000000006	37.12499999999999
280	Portugal	Faro	Silves	32818.0	-8.438193805581108	37.18724714160069	-8.35833333333332	37.074999999999996
281	Portugal	Faro	Tavira	23345.0	-7.647015892931819	37.12862368738164	-7.699999999999989	37.01666666666666
282	Portugal	Faro	Vila do Bispo	4690.0	-8.909813296903451	37.075094543489996	-8.875	36.974999999999994
283	Portugal	Faro	Vila Real de Santo António	12579.0	-7.422227286539055	37.193437172655635	-7.533333333333331	37.12499999999999
284	Portugal	Guarda	Aguiar da Beira	5882.0	-7.515277777777754	40.78548014773776	-7.525000000000006	40.74999999999999
285	Portugal	Guarda	Almeida	7159.0	-6.83442596216571	40.61308179329226	-6.900000000000006	40.574999999999996
286	Portugal	Guarda	Celorico da Beira	8323.0	-7.384474885844753	40.63266642192853	-7.383333333333326	40.61666666666666
287	Portugal	Guarda	Figueira de Castelo Rodrigo	6567.0	-6.96171085858586	40.89474070001832	-7.008333333333326	40.85833333333333
288	Portugal	Guarda	Fornos de Algodres	5328.0	-7.526236979166669	40.629605548331156	-7.508333333333326	40.59166666666666
289	Portugal	Guarda	Gouveia	14936.0	-7.699192618223748	40.503492745835565	-7.60833333333332	40.45833333333333
290	Portugal	Guarda	Guarda	43150.0	-7.263798162304084	40.539895147072464	-7.241666666666674	40.449999999999996
291	Portugal	Guarda	Manteigas	3735.0	-7.5375493865668375	40.40368165784832	-7.525000000000006	40.383333333333326
292	Portugal	Guarda	Mêda	5772.0	-7.2599780701754355	40.961632144227075	-7.283333333333331	40.93333333333333
293	Portugal	Guarda	Pinhel	10191.0	-7.120973154362417	40.74977687233216	-7.125	40.71666666666666
294	Portugal	Guarda	Sabugal	13758.0	-7.079944029850736	40.35542344277385	-7.099999999999994	40.324999999999996
295	Portugal	Guarda	Seia	26685.0	-7.708456659619458	40.416526121934666	-7.75	40.383333333333326
296	Portugal	Guarda	Trancoso	10336.0	-7.348387746876256	40.7757828454731	-7.341666666666669	40.699999999999996
297	Portugal	Guarda	Vila Nova de Foz Côa	7307.0	-7.1392162582652645	41.0761216776396	-7.224999999999994	41.04999999999999
298	Portugal	Leiria	Alcobaça	56165.0	-8.98621794871795	39.53048292422625	-9.0	39.48333333333333
299	Portugal	Leiria	Alvaiázere	8533.0	-8.381926638176623	39.82480620155038	-8.39166666666668	39.824999999999996
300	Portugal	Leiria	Ansião	13333.0	-8.363970990695123	39.924882688117975	-8.458333333333343	39.824999999999996
301	Portugal	Leiria	Batalha	15578.0	-8.820439914163103	39.65651901004304	-8.783333333333331	39.633333333333326
302	Portugal	Leiria	Bombarral	13178.0	-9.158963682627814	39.27404957137532	-9.150000000000006	39.23333333333333
303	Portugal	Leiria	Caldas da Rainha	48853.0	-9.13829471877682	39.41091848174246	-9.116666666666674	39.283333333333324
304	Portugal	Leiria	Castanheira de Pêra	3396.0	-8.21057231800765	40.004857703631004	-8.199999999999989	39.974999999999994
305	Portugal	Leiria	Figueiró dos Vinhos	7033.0	-8.279038461538477	39.902910167533214	-8.316666666666663	39.849999999999994
306	Portugal	Leiria	Leiria	123648.0	-8.807731067382207	39.7529642848291	-8.775000000000006	39.74166666666666
307	Portugal	Leiria	Marinha Grande	35065.0	-8.92445740640261	39.75031428725585	-8.916666666666657	39.699999999999996
308	Portugal	Leiria	Nazaré	14713.0	-9.06872559955383	39.60130401234568	-9.033333333333331	39.54999999999999
309	Portugal	Leiria	Óbidos	11824.0	-9.16031073446328	39.3545115585384	-9.166666666666657	39.29166666666666
310	Portugal	Leiria	Pedrógão Grande	4223.0	-8.1477222222222	39.922030415125356	-8.191666666666663	39.93333333333333
311	Portugal	Leiria	Peniche	22648.0	-9.383448417591438	39.35956439393939	-9.316666666666663	39.31666666666666
