from_loc,to_loc,from_pop,from_x,from_y,to_pop,to_x,to_y,euc_dist,predict_model
1,120,470074.7813,-17.4459991,14.7480001,88332.67188,-13.7130003,15.8657999,3.896762301,154.9016049
1,121,470074.7813,-17.4459991,14.7480001,76887.625,-14.1519003,15.0333996,3.306439139,194.5031523
1,122,470074.7813,-17.4459991,14.7480001,148291.2813,-12.8396997,14.9334002,4.610028998,146.1206212
1,123,470074.7813,-17.4459991,14.7480001,133041.8281,-13.2749004,14.9918,4.178217653,165.4916189
2,1,246465.2656,-17.4860001,14.7363005,470074.7813,-17.4459991,14.7480001,0.04167686,794550.0056
2,3,246465.2656,-17.4860001,14.7363005,407905.2188,-17.4407005,14.7145004,0.05027224,533009.2424
2,4,246465.2656,-17.4860001,14.7363005,355211.75,-17.4491997,14.6814003,0.066093127,307308.0442
2,5,246465.2656,-17.4860001,14.7363005,570210.375,-17.3973007,14.7718,0.09553951,198824.4305
2,6,246465.2656,-17.4860001,14.7363005,406469.75,-17.3950996,14.7526999,0.092367966,180423.7588
2,7,246465.2656,-17.4860001,14.7363005,318849.9688,-17.3369999,14.7480001,0.149458825,68508.87596
2,8,246465.2656,-17.4860001,14.7363005,292985.3125,-17.3264008,14.7868004,0.167398257,53847.07885
2,9,246465.2656,-17.4860001,14.7363005,258005.9844,-17.2728004,14.7282,0.213353533,32977.76502
2,10,246465.2656,-17.4860001,14.7363005,133714.875,-17.1956997,14.7594004,0.291218007,13978.82321
2,11,246465.2656,-17.4860001,14.7363005,102102.0703,-17.0662003,14.7955999,0.423967323,6325.213915
2,12,246465.2656,-17.4860001,14.7363005,442577.5938,-16.9885998,14.5080004,0.547291507,7936.174015
2,13,246465.2656,-17.4860001,14.7363005,74601.32031,-16.8761997,14.6515999,0.615654708,2816.862403
2,14,246465.2656,-17.4860001,14.7363005,199669.9531,-16.7429008,14.7858,0.744746111,3171.499111
2,15,246465.2656,-17.4860001,14.7363005,142235.6875,-16.8868008,14.9396,0.632748361,3620.120281
