Unit	N0	N1	N2	N3	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
1077	Portugal	Azores	Vila Franca do Campo	Água De Alto	451.0	-25.462582159624418	37.72188365650969	-25.474999999999994	37.70833333333333
1078	Portugal	Azores	Vila Franca do Campo	Ponta Garça	2571.0	-25.37985253772291	37.72154009398211	-25.375	37.71666666666666
1079	Portugal	Azores	Vila Franca do Campo	Ribeira Das Taínhas	1240.0	-25.41963040446305	37.72086038961038	-25.416666666666657	37.724999999999994
1080	Portugal	Azores	Vila Franca do Campo	Ribeira Seca	464.0	-25.429175988068607	37.72099179716629	-25.42500000000001	37.724999999999994
1081	Portugal	Azores	Vila Franca do Campo	Vila Franca Do Campo (São Miguel)	1152.0	-25.4375	37.72084057971014	-25.441666666666663	37.724999999999994
1082	Portugal	Azores	Vila Franca do Campo	Vila Franca Do Campo (São Pedro)	1290.0	-25.453385657125267	37.72084304584304	-25.44999999999999	37.724999999999994
1083	Portugal	Beja	Aljustrel	Aljustrel	5519.0	-8.163560322088017	37.87846698824238	-8.166666666666657	37.87499999999999
1084	Portugal	Beja	Aljustrel	Ervidel	1056.0	-8.086407766990305	37.96494949494949	-8.091666666666669	37.96666666666666
1085	Portugal	Beja	Aljustrel	Messejana	930.0	-8.241098484848493	37.831710615280585	-8.275000000000006	37.81666666666666
1086	Portugal	Beja	Aljustrel	Rio De Moinhos	784.0	-8.210845588235287	37.89582790091264	-8.216666666666669	37.89166666666666
1087	Portugal	Beja	Aljustrel	São João De Negrilhos	1440.0	-8.179717373233586	37.94862334801761	-8.191666666666663	37.93333333333333
1088	Portugal	Beja	Almodôvar	Aldeia Dos Fernandes	520.0	-8.170858791581821	37.5707910750507	-8.191666666666663	37.55833333333333
1089	Portugal	Beja	Almodôvar	Almodôvar	3802.0	-8.060136336692352	37.512859471416924	-8.025000000000006	37.48333333333333
1090	Portugal	Beja	Almodôvar	Gomes Aires	173.0	-8.208333333333343	37.50092592592592	-8.191666666666663	37.51666666666666
1091	Portugal	Beja	Almodôvar	Rosário	631.0	-8.079901960784326	37.60400462962963	-8.033333333333331	37.59166666666666
1092	Portugal	Beja	Almodôvar	Santa Clara-A-Nova	797.0	-8.146153846153851	37.4927536231884	-8.125	37.45833333333333
1093	Portugal	Beja	Almodôvar	Santa Cruz	713.0	-7.975160256410248	37.43596278317151	-7.991666666666674	37.349999999999994
1094	Portugal	Beja	Almodôvar	São Barnabé	544.0	-8.14166666666668	37.38459119496855	-8.208333333333343	37.29999999999999
1095	Portugal	Beja	Almodôvar	Senhora Da Graça De Padrões	477.0	-7.954992816091959	37.54874100719424	-7.974999999999994	37.56666666666666
1096	Portugal	Beja	Alvito	Alvito	1275.0	-7.990210932857991	38.25522522522522	-7.991666666666674	38.224999999999994
1097	Portugal	Beja	Alvito	Vila Nova Da Baronia	1273.0	-8.037275985663086	38.28822146562904	-8.066666666666663	38.20833333333333
1098	Portugal	Beja	Barrancos	Barrancos	1324.0	-6.978256172839508	38.13390632785251	-7.041666666666657	38.16666666666666
1099	Portugal	Beja	Beja	Albernoa	752.0	-7.956334760885085	37.86260533707865	-7.949999999999989	37.85833333333333
1100	Portugal	Beja	Beja	Baleizão	961.0	-7.713185378590083	38.02518315018314	-7.741666666666674	37.974999999999994
1101	Portugal	Beja	Beja	Beja (Salvador)	9901.0	-7.859989133809393	38.01701045903543	-7.841666666666669	38.008333333333326
1102	Portugal	Beja	Beja	Beja (Santa Maria Da Feira)	1367.0	-7.8563283208019925	38.02996083550914	-7.85833333333332	38.01666666666666
1103	Portugal	Beja	Beja	Beja (Santiago Maior)	2922.0	-7.870890316342042	38.02028970688479	-7.89166666666668	38.01666666666666
1104	Portugal	Beja	Beja	Beja (São João Baptista)	9988.0	-7.865570991482684	38.010723126725686	-7.866666666666674	37.99166666666666
1105	Portugal	Beja	Beja	Beringel	388.0	-7.982472613458526	38.06253280839894	-8.0	38.05833333333333
1106	Portugal	Beja	Beja	Cabeça Gorda	1445.0	-7.788749088256736	37.925349099099094	-7.800000000000011	37.908333333333324
1107	Portugal	Beja	Beja	Mombeja	1288.0	-7.982846952010362	38.05282340862422	-8.033333333333331	38.02499999999999
1108	Portugal	Beja	Beja	Nossa Senhora Das Neves	1806.0	-7.809241952232611	38.0203886152162	-7.816666666666663	37.99166666666666
1109	Portugal	Beja	Beja	Quintos	259.0	-7.704141414141418	37.96316666666666	-7.73333333333332	37.92499999999999
1110	Portugal	Beja	Beja	Salvada	1018.0	-7.772311416921525	37.937180210684716	-7.76666666666668	37.949999999999996
1111	Portugal	Beja	Beja	Santa Clara De Louredo	1664.0	-7.912410450906037	37.98344484995944	-7.89166666666668	37.91666666666666
1112	Portugal	Beja	Beja	Santa Vitória	587.0	-8.022961630695448	37.96445736434108	-8.01666666666668	37.94166666666666
1113	Portugal	Beja	Beja	São Brissos	105.0	-7.945780590717305	38.070528455284546	-7.933333333333337	38.04999999999999
1114	Portugal	Beja	Beja	São Matias	559.0	-7.854157667386602	38.11193548387096	-7.849999999999994	38.10833333333333
1115	Portugal	Beja	Beja	Trigaches	461.0	-7.970866845397666	38.088244444444435	-7.974999999999994	38.08333333333333
1116	Portugal	Beja	Beja	Trindade	257.0	-7.89540229885057	37.887205387205384	-7.875	37.87499999999999
1117	Portugal	Beja	Castro Verde	Casével	451.0	-8.181130690161524	37.75407907907908	-8.199999999999989	37.73333333333333
1118	Portugal	Beja	Castro Verde	Castro Verde	4937.0	-8.085021707670052	37.699152298850564	-8.058333333333337	37.61666666666666
1119	Portugal	Beja	Castro Verde	Entradas	680.0	-8.012478849407785	37.776280436607884	-8.008333333333326	37.77499999999999
1120	Portugal	Beja	Castro Verde	Santa Bárbara De Padrões	876.0	-7.954298642533928	37.61915204678362	-7.958333333333343	37.61666666666666
1121	Portugal	Beja	Castro Verde	São Marcos Da Ataboeira	416.0	-7.93755707762557	37.7036036036036	-7.974999999999994	37.699999999999996
1122	Portugal	Beja	Cuba	Cuba	3333.0	-7.889084670853691	38.16531565656565	-7.89166666666668	38.158333333333324
1123	Portugal	Beja	Cuba	Faro Do Alentejo	594.0	-7.9384474327628425	38.14631474103585	-7.958333333333343	38.14166666666666
1124	Portugal	Beja	Cuba	Vila Alva	516.0	-7.899210110584534	38.25283595113438	-7.900000000000006	38.24166666666666
1125	Portugal	Beja	Cuba	Vila Ruiva	470.0	-7.937671568627451	38.24706832871652	-7.941666666666663	38.258333333333326
1126	Portugal	Beja	Ferreira do Alentejo	Alfundão	886.0	-8.062250101999183	38.12083333333333	-8.066666666666663	38.10833333333333
1127	Portugal	Beja	Ferreira do Alentejo	Canhestros	532.0	-8.286860670194017	38.0367199391172	-8.283333333333331	38.01666666666666
1128	Portugal	Beja	Ferreira do Alentejo	Ferreira Do Alentejo	4765.0	-8.113826711434427	38.05868128044537	-8.133333333333326	37.99999999999999
1129	Portugal	Beja	Ferreira do Alentejo	Figueira Dos Cavaleiros	1376.0	-8.204092173222108	38.09722222222222	-8.26666666666668	38.033333333333324
1130	Portugal	Beja	Ferreira do Alentejo	Odivelas	554.0	-8.145866271409744	38.17083333333333	-8.150000000000006	38.17499999999999
1131	Portugal	Beja	Ferreira do Alentejo	Peroguarda	378.0	-8.045868347338939	38.093724279835385	-8.041666666666657	38.074999999999996
1132	Portugal	Beja	Mértola	Alcaria Ruiva	892.0	-7.853571428571428	37.75565476190476	-7.824999999999989	37.74999999999999
1133	Portugal	Beja	Mértola	Corte Do Pinto	865.0	-7.495958083832335	37.68003875968992	-7.491666666666674	37.70833333333333
1134	Portugal	Beja	Mértola	Espírito Santo	401.0	-7.537499999999994	37.55190476190476	-7.60833333333332	37.55833333333333
1135	Portugal	Beja	Mértola	Mértola	2967.0	-7.661555950968761	37.6446083172147	-7.658333333333331	37.633333333333326
1136	Portugal	Beja	Mértola	Santana De Cambas	916.0	-7.561075268817206	37.64314393939393	-7.533333333333331	37.658333333333324
1137	Portugal	Beja	Mértola	São João Dos Caldeireiros	597.0	-7.853584229390691	37.629323899371066	-7.833333333333343	37.62499999999999
1138	Portugal	Beja	Mértola	São Miguel Do Pinheiro	628.0	-7.820265151515173	37.5369391025641	-7.824999999999989	37.533333333333324
1139	Portugal	Beja	Mértola	São Pedro De Solis	236.0	-7.892261904761909	37.48910256410256	-7.875	37.45833333333333
1140	Portugal	Beja	Mértola	São Sebastião Dos Carros	231.0	-7.712694704049824	37.53070175438596	-7.708333333333343	37.54166666666666
1141	Portugal	Beja	Moura	Amareleja	2652.0	-7.2217954282407675	38.20755555555555	-7.224999999999994	38.14166666666666
1142	Portugal	Beja	Moura	Moura (Santo Agostinho)	7090.0	-7.449224968579813	38.13857168850072	-7.433333333333337	38.09166666666666
1143	Portugal	Beja	Moura	Moura (São João Baptista)	1613.0	-7.454218443427095	38.14584141348847	-7.449999999999989	38.11666666666666
1144	Portugal	Beja	Moura	Póvoa De São Miguel	908.0	-7.330544422177695	38.22884807596201	-7.333333333333343	38.23333333333333
1145	Portugal	Beja	Moura	Safara	1107.0	-7.219155844155836	38.10970528455284	-7.224999999999994	38.099999999999994
1146	Portugal	Beja	Moura	Santo Aleixo Da Restauração	815.0	-7.150119731800771	38.07022094140249	-7.166666666666657	38.04999999999999
1147	Portugal	Beja	Moura	Santo Amador	416.0	-7.305952380952391	38.13716397849462	-7.308333333333337	38.11666666666666
1148	Portugal	Beja	Moura	Sobral Da Adiça	1048.0	-7.257592190889369	38.0217361111111	-7.26666666666668	38.033333333333324
1149	Portugal	Beja	Odemira	Bicos	598.0	-8.5048319327731	37.82117579908675	-8.51666666666668	37.81666666666666
1150	Portugal	Beja	Odemira	Boavista Dos Pinheiros	1896.0	-8.662741599762114	37.57994227994227	-8.675000000000011	37.533333333333324
1151	Portugal	Beja	Odemira	Colos	1008.0	-8.458796296296299	37.73982813749	-8.533333333333331	37.76666666666666
1152	Portugal	Beja	Odemira	Longueira/Almograve	1767.0	-8.785618279569889	37.656637466307274	-8.76666666666668	37.59166666666666
1153	Portugal	Beja	Odemira	Luzianes-Gare	374.0	-8.485465116279073	37.59402887139107	-8.508333333333326	37.55833333333333
1154	Portugal	Beja	Odemira	Odemira (Santa Maria)	2186.0	-8.638135289906955	37.595917488648816	-8.591666666666669	37.59166666666666
1155	Portugal	Beja	Odemira	Odemira (São Salvador)	673.0	-8.646494708994709	37.60356140350877	-8.666666666666657	37.599999999999994
1156	Portugal	Beja	Odemira	Pereiras-Gare	265.0	-8.445206971677578	37.43733498349834	-8.441666666666663	37.39166666666666
1157	Portugal	Beja	Odemira	Relíquias	938.0	-8.490740740740762	37.69737484737484	-8.51666666666668	37.66666666666666
1158	Portugal	Beja	Odemira	Saboia	973.0	-8.496074380165282	37.49114583333333	-8.541666666666657	37.383333333333326
1159	Portugal	Beja	Odemira	Santa Clara-A-Velha	794.0	-8.471084337349396	37.513394854586124	-8.416666666666657	37.52499999999999
1160	Portugal	Beja	Odemira	São Luís	2184.0	-8.661525341130613	37.71585917312661	-8.675000000000011	37.60833333333333
1161	Portugal	Beja	Odemira	São Martinho Das Amoreiras	980.0	-8.372311827956963	37.66892523364485	-8.400000000000006	37.658333333333324
1162	Portugal	Beja	Odemira	São Teotónio	5450.0	-8.70625332270069	37.51006587953456	-8.699999999999989	37.474999999999994
1163	Portugal	Beja	Odemira	Vale De Santiago	528.0	-8.410714285714278	37.76287878787878	-8.491666666666674	37.81666666666666
1164	Portugal	Beja	Odemira	Vila Nova De Milfontes	4444.0	-8.771397329650085	37.736462294043086	-8.758333333333326	37.74166666666666
1165	Portugal	Beja	Odemira	Zambujeira Do Mar	867.0	-8.782818352059934	37.52686965811966	-8.783333333333331	37.54166666666666
1166	Portugal	Beja	Ourique	Conceição	89.0	-8.236477987421381	37.77916666666666	-8.241666666666674	37.758333333333326
1167	Portugal	Beja	Ourique	Garvão	767.0	-8.337673611111114	37.71139807162534	-8.341666666666669	37.69166666666666
1168	Portugal	Beja	Ourique	Ourique	3019.0	-8.223898305084731	37.65265389447235	-8.241666666666674	37.64166666666666
1169	Portugal	Beja	Ourique	Panóias	532.0	-8.303546099290799	37.76306513409961	-8.308333333333337	37.74999999999999
1170	Portugal	Beja	Ourique	Santa Luzia	374.0	-8.40421052631578	37.72982305936072	-8.408333333333331	37.70833333333333
1171	Portugal	Beja	Ourique	Santana Da Serra	843.0	-8.296260683760664	37.49672619047619	-8.324999999999989	37.408333333333324
1172	Portugal	Beja	Serpa	Aldeia Nova De São Bento	3136.0	-7.40724744981901	37.926302660753876	-7.408333333333331	37.87499999999999
1173	Portugal	Beja	Serpa	Brinches	1058.0	-7.603982965931863	38.037492048346046	-7.583333333333343	37.99999999999999
1174	Portugal	Beja	Serpa	Pias	2902.0	-7.475174283501161	38.02120838080769	-7.533333333333331	38.04999999999999
1175	Portugal	Beja	Serpa	Serpa (Salvador)	6124.0	-7.596609143203153	37.9418090699967	-7.541666666666657	37.87499999999999
1176	Portugal	Beja	Serpa	Serpa (Santa Maria)	150.0	-7.606249999999989	37.90972222222222	-7.60833333333332	37.908333333333324
1177	Portugal	Beja	Serpa	Vale De Vargo	984.0	-7.411844863731659	37.984675516224186	-7.408333333333331	37.974999999999994
1178	Portugal	Beja	Serpa	Vila Verde De Ficalho	1485.0	-7.297225033738215	37.94575495359919	-7.308333333333337	37.883333333333326
1179	Portugal	Beja	Vidigueira	Pedrógão	1159.0	-7.645961210571187	38.12204236610711	-7.691666666666663	38.14166666666666
1180	Portugal	Beja	Vidigueira	Selmes	916.0	-7.75828282828283	38.14732323232323	-7.708333333333343	38.17499999999999
1181	Portugal	Beja	Vidigueira	Vidigueira	2992.0	-7.798903943599896	38.21231203007518	-7.791666666666657	38.199999999999996
1182	Portugal	Beja	Vidigueira	Vila De Frades	938.0	-7.821589446589428	38.212586332242815	-7.833333333333343	38.19166666666666
1183	Portugal	Braga	Amares	Amares	275.0	-8.354181818181843	41.637515151515146	-8.35833333333332	41.64166666666666
1184	Portugal	Braga	Amares	Barreiros	1039.0	-8.399897540983602	41.619190871369284	-8.400000000000006	41.61666666666666
1185	Portugal	Braga	Amares	Besteiros	537.0	-8.374315920398033	41.63788956639566	-8.375	41.64166666666666
1186	Portugal	Braga	Amares	Bico	942.0	-8.408777777777772	41.64583333333333	-8.416666666666657	41.64166666666666
1187	Portugal	Braga	Amares	Bouro (Santa Maria)	791.0	-8.269795783926241	41.664300783604574	-8.26666666666668	41.66666666666666
1188	Portugal	Braga	Amares	Bouro (Santa Marta)	540.0	-8.291071428571428	41.65858262108261	-8.291666666666657	41.66666666666666
1189	Portugal	Braga	Amares	Caires	559.0	-8.355858585858584	41.646232876712325	-8.35833333333332	41.64999999999999
1190	Portugal	Braga	Amares	Caldelas	872.0	-8.374296094459595	41.672081470442116	-8.383333333333326	41.67499999999999
1191	Portugal	Braga	Amares	Carrazedo	657.0	-8.391732283464563	41.63591269841269	-8.39166666666668	41.633333333333326
1192	Portugal	Braga	Amares	Dornelas	542.0	-8.32628865979379	41.6453275529865	-8.333333333333343	41.64166666666666
1193	Portugal	Braga	Amares	Ferreiros	3482.0	-8.363454641350188	41.62936997991967	-8.366666666666674	41.62499999999999
1194	Portugal	Braga	Amares	Figueiredo	2033.0	-8.342658730158718	41.63020577395577	-8.341666666666669	41.633333333333326
1195	Portugal	Braga	Amares	Fiscal	846.0	-8.395276774969915	41.654890453834106	-8.400000000000006	41.64999999999999
1196	Portugal	Braga	Amares	Goães	564.0	-8.314520743919871	41.656811594202885	-8.316666666666663	41.658333333333324
1197	Portugal	Braga	Amares	Lago	1756.0	-8.42390756302521	41.615409413281746	-8.425000000000011	41.60833333333333
1198	Portugal	Braga	Amares	Paranhos	188.0	-8.35722222222222	41.67218309859154	-8.349999999999994	41.67499999999999
1199	Portugal	Braga	Amares	Paredes Secas	49.0	-8.337765957446805	41.6625850340136	-8.349999999999994	41.658333333333324
1200	Portugal	Braga	Amares	Portela	329.0	-8.375263157894722	41.65743243243242	-8.375	41.658333333333324
1201	Portugal	Braga	Amares	Prozelo	1125.0	-8.367303609341832	41.620837037037035	-8.375	41.60833333333333
1202	Portugal	Braga	Amares	Rendufe	1131.0	-8.405648148148146	41.63273224043715	-8.416666666666657	41.62499999999999
1203	Portugal	Braga	Amares	Sequeiros	186.0	-8.3719696969697	41.68749999999999	-8.366666666666674	41.67499999999999
1204	Portugal	Braga	Amares	Seramil	101.0	-8.315885416666674	41.68031249999999	-8.316666666666663	41.67499999999999
1205	Portugal	Braga	Amares	Torre	499.0	-8.383412322274893	41.66330548926013	-8.383333333333326	41.66666666666666
1206	Portugal	Braga	Amares	Vilela	219.0	-8.313736263736274	41.66723646723646	-8.324999999999989	41.658333333333324
1207	Portugal	Braga	Barcelos	Abade De Neiva	2116.0	-8.650289351851853	41.56040493429873	-8.650000000000006	41.533333333333324
1208	Portugal	Braga	Barcelos	Aborim	1032.0	-8.638201058201048	41.61360940695295	-8.64166666666668	41.61666666666666
1209	Portugal	Braga	Barcelos	Adães	568.0	-8.571802325581388	41.52916666666666	-8.574999999999989	41.52499999999999
1210	Portugal	Braga	Barcelos	Aguiar	447.0	-8.654603494623643	41.629175988068596	-8.658333333333331	41.62499999999999
1211	Portugal	Braga	Barcelos	Airó	1269.0	-8.561672278338932	41.518173987941424	-8.566666666666663	41.508333333333326
1212	Portugal	Braga	Barcelos	Aldreu	1050.0	-8.708688630490968	41.60511672095548	-8.716666666666669	41.59166666666666
1213	Portugal	Braga	Barcelos	Alheira	1270.0	-8.563781014023732	41.61096290650406	-8.566666666666663	41.599999999999994
1214	Portugal	Braga	Barcelos	Alvelos	2864.0	-8.621751644736833	41.51035484668645	-8.625	41.49999999999999
1215	Portugal	Braga	Barcelos	Alvito (São Martinho)	917.0	-8.598066875653075	41.59115541922289	-8.599999999999994	41.59166666666666
1216	Portugal	Braga	Barcelos	Alvito (São Pedro)	748.0	-8.595757575757574	41.604452380952374	-8.599999999999994	41.60833333333333
1217	Portugal	Braga	Barcelos	Arcozelo	13276.0	-8.612416505063578	41.54167986903253	-8.616666666666674	41.54166666666666
1218	Portugal	Braga	Barcelos	Areias	961.0	-8.544243421052641	41.56247379454926	-8.550000000000011	41.54999999999999
1219	Portugal	Braga	Barcelos	Areias De Vilar	1326.0	-8.558938746438741	41.542261904761894	-8.550000000000011	41.52499999999999
1220	Portugal	Braga	Barcelos	Balugães	635.0	-8.638392857142833	41.64539947609692	-8.64166666666668	41.64166666666666
1221	Portugal	Braga	Barcelos	Barcelinhos	3834.0	-8.623860759493681	41.52747524752475	-8.625	41.52499999999999
1222	Portugal	Braga	Barcelos	Barcelos	2794.0	-8.620833333333337	41.537499999999994	-8.625	41.54166666666666
1223	Portugal	Braga	Barcelos	Barqueiros	1338.0	-8.743707093821484	41.473953605648	-8.741666666666674	41.46666666666666
1224	Portugal	Braga	Barcelos	Bastuço (Santo Estevão)	287.0	-8.520847851335645	41.51251451800232	-8.525000000000006	41.51666666666666
1225	Portugal	Braga	Barcelos	Bastuço (São João)	842.0	-8.53443396226416	41.50544772256728	-8.533333333333331	41.508333333333326
1226	Portugal	Braga	Barcelos	Cambeses	1276.0	-8.530567226890781	41.484067085953875	-8.533333333333331	41.49166666666666
1227	Portugal	Braga	Barcelos	Campo	871.0	-8.615352564102551	41.59216247139587	-8.616666666666674	41.59166666666666
1228	Portugal	Braga	Barcelos	Carapeços	1337.0	-8.636727493917249	41.587537707390645	-8.64166666666668	41.59166666666666
1229	Portugal	Braga	Barcelos	Carreira	1140.0	-8.55437925170068	41.48227411944869	-8.558333333333337	41.48333333333333
1230	Portugal	Braga	Barcelos	Carvalhal	1249.0	-8.640953654188962	41.510456320156166	-8.64166666666668	41.508333333333326
1231	Portugal	Braga	Barcelos	Carvalhos	515.0	-8.601139601139607	41.47393267651888	-8.599999999999994	41.474999999999994
1232	Portugal	Braga	Barcelos	Chavão	608.0	-8.598299319727914	41.4518209083119	-8.599999999999994	41.449999999999996
1233	Portugal	Braga	Barcelos	Chorente	623.0	-8.613449848024317	41.45632754342431	-8.616666666666674	41.45833333333333
1234	Portugal	Braga	Barcelos	Cossourado	1075.0	-8.629098360655746	41.634912854030496	-8.633333333333326	41.633333333333326
1235	Portugal	Braga	Barcelos	Courel	596.0	-8.648474178403774	41.454823614110865	-8.658333333333331	41.44166666666666
1236	Portugal	Braga	Barcelos	Couto	21.0	-8.612698412698421	41.60436507936507	-8.616666666666674	41.60833333333333
1237	Portugal	Braga	Barcelos	Creixomil	851.0	-8.676098901098925	41.54244588744588	-8.675000000000011	41.533333333333324
1238	Portugal	Braga	Barcelos	Cristelo	2359.0	-8.716220850480113	41.47529507529507	-8.708333333333343	41.45833333333333
1239	Portugal	Braga	Barcelos	Durrães	640.0	-8.66601694915255	41.63824432166973	-8.675000000000011	41.633333333333326
1240	Portugal	Braga	Barcelos	Encourados	933.0	-8.551632302405494	41.5332532051282	-8.550000000000011	41.51666666666666
1241	Portugal	Braga	Barcelos	Faria	710.0	-8.674033149171294	41.47962962962962	-8.683333333333337	41.48333333333333
1242	Portugal	Braga	Barcelos	Feitos	520.0	-8.689525462962962	41.571728971962614	-8.691666666666663	41.574999999999996
1243	Portugal	Braga	Barcelos	Fonte Coberta	803.0	-8.558300132802145	41.493316666666665	-8.558333333333337	41.49166666666666
1244	Portugal	Braga	Barcelos	Fornelos	199.0	-8.67625000000001	41.52083333333333	-8.683333333333337	41.508333333333326
1245	Portugal	Braga	Barcelos	Fragoso	2217.0	-8.700328947368405	41.61398318784351	-8.708333333333343	41.599999999999994
1246	Portugal	Braga	Barcelos	Galegos (Santa Maria)	2381.0	-8.58586834733893	41.564753126347554	-8.591666666666669	41.56666666666666
1247	Portugal	Braga	Barcelos	Galegos (São Martinho)	1981.0	-8.56940104166668	41.561976519002656	-8.566666666666663	41.56666666666666
1248	Portugal	Braga	Barcelos	Gamil	771.0	-8.6001745200698	41.520710784313714	-8.599999999999994	41.51666666666666
1249	Portugal	Braga	Barcelos	Gilmonde	1289.0	-8.659428223844287	41.51023373983739	-8.666666666666657	41.49999999999999
1250	Portugal	Braga	Barcelos	Góios	807.0	-8.623055555555567	41.47250144425187	-8.625	41.46666666666666
1251	Portugal	Braga	Barcelos	Grimancelos	979.0	-8.587377450980398	41.44447322970639	-8.591666666666669	41.43333333333333
1252	Portugal	Braga	Barcelos	Gueral	461.0	-8.629977375565602	41.45729166666666	-8.633333333333326	41.45833333333333
1253	Portugal	Braga	Barcelos	Igreja Nova	268.0	-8.546217948717953	41.62453051643192	-8.558333333333337	41.61666666666666
1254	Portugal	Braga	Barcelos	Lama	741.0	-8.54302325581395	41.57361423220973	-8.550000000000011	41.574999999999996
1255	Portugal	Braga	Barcelos	Lijó	2240.0	-8.622606382978717	41.57505910165484	-8.616666666666674	41.55833333333333
1256	Portugal	Braga	Barcelos	Macieira De Rates	1523.0	-8.633661560904443	41.43758520790729	-8.64166666666668	41.43333333333333
1257	Portugal	Braga	Barcelos	Manhente	2793.0	-8.571555555555562	41.55190252441495	-8.583333333333343	41.54999999999999
1258	Portugal	Braga	Barcelos	Mariz	619.0	-8.66584119496855	41.531762652705055	-8.675000000000011	41.533333333333324
1259	Portugal	Braga	Barcelos	Martim	2826.0	-8.511490455212908	41.53740384615384	-8.51666666666668	41.52499999999999
1260	Portugal	Braga	Barcelos	Midões	885.0	-8.588525206922498	41.50998185117967	-8.591666666666669	41.49999999999999
1261	Portugal	Braga	Barcelos	Milhazes	1466.0	-8.665040650406496	41.495501963672055	-8.675000000000011	41.474999999999994
1262	Portugal	Braga	Barcelos	Minhotães	736.0	-8.568673647469467	41.43957680250783	-8.574999999999989	41.43333333333333
1263	Portugal	Braga	Barcelos	Monte De Fralães	358.0	-8.574069373942478	41.46240476190475	-8.574999999999989	41.45833333333333
1264	Portugal	Braga	Barcelos	Moure	856.0	-8.559934756820866	41.50354258443465	-8.558333333333337	41.49999999999999
1265	Portugal	Braga	Barcelos	Negreiros	1743.0	-8.611715867158665	41.43341018884497	-8.616666666666674	41.42499999999999
1266	Portugal	Braga	Barcelos	Oliveira	701.0	-8.54694444444445	41.58489445910289	-8.550000000000011	41.59166666666666
1267	Portugal	Braga	Barcelos	Palme	1211.0	-8.716236413043475	41.58874031007752	-8.716666666666669	41.55833333333333
1268	Portugal	Braga	Barcelos	Panque	800.0	-8.593068535825552	41.63547297297296	-8.599999999999994	41.60833333333333
1269	Portugal	Braga	Barcelos	Paradela	1337.0	-8.68504464285715	41.4626563058235	-8.691666666666663	41.43333333333333
1270	Portugal	Braga	Barcelos	Pedra Furada	172.0	-8.641883116883122	41.471444444444444	-8.64166666666668	41.474999999999994
1271	Portugal	Braga	Barcelos	Pereira	881.0	-8.631194511703	41.49401848830885	-8.64166666666668	41.48333333333333
1272	Portugal	Braga	Barcelos	Perelhal	1810.0	-8.691797642436143	41.53013011152416	-8.699999999999989	41.52499999999999
1273	Portugal	Braga	Barcelos	Pousa	2253.0	-8.520398206751054	41.555293663060276	-8.51666666666668	41.54999999999999
1274	Portugal	Braga	Barcelos	Quintiães	603.0	-8.655220492866391	41.61718587746624	-8.658333333333331	41.61666666666666
1275	Portugal	Braga	Barcelos	Remelhe	1519.0	-8.609575757575755	41.49144772851669	-8.60833333333332	41.48333333333333
1276	Portugal	Braga	Barcelos	Rio Covo (Santa Eugénia)	1792.0	-8.6058300395257	41.529731727925636	-8.599999999999994	41.52499999999999
1277	Portugal	Braga	Barcelos	Rio Covo (Santa Eulália)	828.0	-8.578051001821507	41.48986742424242	-8.583333333333343	41.49166666666666
1278	Portugal	Braga	Barcelos	Roriz	1934.0	-8.583615500376226	41.58587125632049	-8.583333333333343	41.574999999999996
1279	Portugal	Braga	Barcelos	Sequeade	448.0	-8.54583333333332	41.50176056338028	-8.550000000000011	41.49999999999999
1280	Portugal	Braga	Barcelos	Silva	902.0	-8.629885057471256	41.57281778505182	-8.633333333333326	41.574999999999996
1281	Portugal	Braga	Barcelos	Silveiros	1255.0	-8.578309409888362	41.47195945945945	-8.583333333333343	41.474999999999994
1282	Portugal	Braga	Barcelos	Tamel (Santa Leocádia)	565.0	-8.649193548387103	41.57866136514247	-8.650000000000006	41.574999999999996
1283	Portugal	Braga	Barcelos	Tamel (São Pedro Fins)	485.0	-8.630312500000002	41.59828431372548	-8.633333333333326	41.599999999999994
1284	Portugal	Braga	Barcelos	Tamel (São Veríssimo)	3596.0	-8.59584493964718	41.54292014856081	-8.599999999999994	41.54999999999999
1285	Portugal	Braga	Barcelos	Tregosa	1248.0	-8.701570458404092	41.636233019853705	-8.691666666666663	41.633333333333326
1286	Portugal	Braga	Barcelos	Ucha	1367.0	-8.51969696969698	41.57550548815713	-8.525000000000006	41.56666666666666
1287	Portugal	Braga	Barcelos	Várzea	1719.0	-8.582517006802732	41.516893167232915	-8.583333333333343	41.51666666666666
1288	Portugal	Braga	Barcelos	Viatodos	1501.0	-8.558003875969007	41.45236363636363	-8.566666666666663	41.449999999999996
1289	Portugal	Braga	Barcelos	Vila Boa	1622.0	-8.621801163213405	41.5559808259587	-8.625	41.55833333333333
1290	Portugal	Braga	Barcelos	Vila Cova	2326.0	-8.710099337748346	41.55346729708431	-8.708333333333343	41.54166666666666
1291	Portugal	Braga	Barcelos	Vila Frescainha (São Martinho)	1765.0	-8.631042296072508	41.536171874999994	-8.64166666666668	41.533333333333324
1292	Portugal	Braga	Barcelos	Vila Frescainha (São Pedro)	972.0	-8.646311162079513	41.52916666666666	-8.650000000000006	41.52499999999999
1293	Portugal	Braga	Barcelos	Vila Seca	1398.0	-8.686028958718424	41.50870901639344	-8.691666666666663	41.49166666666666
1294	Portugal	Braga	Barcelos	Vilar De Figos	607.0	-8.655119581464874	41.474300486618	-8.666666666666657	41.474999999999994
