Unit	N0	N1	N2	N3	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
2904	Portugal	Leiria	Ansião	Chão De Couce	1782.0	-8.37866430260047	39.902024371069174	-8.39166666666668	39.89999999999999
2905	Portugal	Leiria	Ansião	Lagarteira	444.0	-8.404145077720216	39.95721450617283	-8.408333333333331	39.949999999999996
2906	Portugal	Leiria	Ansião	Pousaflores	821.0	-8.43342803030302	39.877738927738925	-8.433333333333337	39.83333333333333
2907	Portugal	Leiria	Ansião	Santiago Da Guarda	3149.0	-8.490990990991008	39.94423193685488	-8.5	39.883333333333326
2908	Portugal	Leiria	Ansião	Torre De Vale De Todos	527.0	-8.451041666666669	39.955595238095235	-8.441666666666663	39.95833333333333
2909	Portugal	Leiria	Batalha	Batalha	8499.0	-8.8261356045424	39.66006331371499	-8.841666666666669	39.61666666666666
2910	Portugal	Leiria	Batalha	Golpilheira	1348.0	-8.82119047619048	39.691529605263156	-8.824999999999989	39.68333333333333
2911	Portugal	Leiria	Batalha	Reguengo Do Fetal	2397.0	-8.777259887005641	39.65447882736156	-8.76666666666668	39.64166666666666
2912	Portugal	Leiria	Batalha	São Mamede	3420.0	-8.714634146341439	39.61915929203539	-8.716666666666669	39.61666666666666
2913	Portugal	Leiria	Bombarral	Bombarral	5783.0	-9.158882874015774	39.26598209583991	-9.150000000000006	39.224999999999994
2914	Portugal	Leiria	Bombarral	Carvalhal	3242.0	-9.151961738002598	39.29933042212517	-9.133333333333326	39.283333333333324
2915	Portugal	Leiria	Bombarral	Pó	1029.0	-9.21651651651652	39.31325496941895	-9.216666666666669	39.29999999999999
2916	Portugal	Leiria	Bombarral	Roliça	1992.0	-9.16537558685448	39.3047377985462	-9.175000000000011	39.27499999999999
2917	Portugal	Leiria	Bombarral	Vale Covo	1130.0	-9.173758099352057	39.25322546531302	-9.183333333333337	39.24999999999999
2918	Portugal	Leiria	Caldas da Rainha	A Dos Francos	1491.0	-9.05298132183907	39.32204974582425	-9.050000000000011	39.258333333333326
2919	Portugal	Leiria	Caldas da Rainha	Alvorninha	2870.0	-9.034463276836163	39.40036231884058	-9.041666666666657	39.37499999999999
2920	Portugal	Leiria	Caldas da Rainha	Caldas Da Rainha (Nossa Senhora Do Pópulo)	18831.0	-9.135814636752116	39.406525749277336	-9.125	39.39166666666666
2921	Portugal	Leiria	Caldas da Rainha	Caldas Da Rainha (Santo Onofre)	7757.0	-9.146458880139988	39.41031872813023	-9.166666666666657	39.39166666666666
2922	Portugal	Leiria	Caldas da Rainha	Carvalhal Benfeito	1426.0	-9.054032258064524	39.45532473734479	-9.058333333333337	39.449999999999996
2923	Portugal	Leiria	Caldas da Rainha	Coto	1803.0	-9.117018779342715	39.424562324929965	-9.116666666666674	39.41666666666666
2924	Portugal	Leiria	Caldas da Rainha	Foz Do Arelho	1188.0	-9.211779911373725	39.437093023255805	-9.216666666666669	39.43333333333333
2925	Portugal	Leiria	Caldas da Rainha	Landal	686.0	-9.008333333333326	39.31349067599067	-9.01666666666668	39.29999999999999
2926	Portugal	Leiria	Caldas da Rainha	Nadadouro	1338.0	-9.18701690821257	39.4217469879518	-9.191666666666663	39.42499999999999
2927	Portugal	Leiria	Caldas da Rainha	Salir De Matos	2859.0	-9.088636363636368	39.43233270794246	-9.091666666666669	39.41666666666666
2928	Portugal	Leiria	Caldas da Rainha	Salir Do Porto	653.0	-9.154288939051924	39.494322344322335	-9.158333333333331	39.48333333333333
2929	Portugal	Leiria	Caldas da Rainha	Santa Catarina	2546.0	-9.013871473354243	39.44201320132012	-9.01666666666668	39.449999999999996
2930	Portugal	Leiria	Caldas da Rainha	São Gregório	898.0	-9.054999999999978	39.35796019900497	-9.074999999999989	39.34166666666666
2931	Portugal	Leiria	Caldas da Rainha	Serra Do Bouro	679.0	-9.181289308176105	39.45685425685425	-9.191666666666663	39.46666666666666
2932	Portugal	Leiria	Caldas da Rainha	Tornada	3040.0	-9.140170940170918	39.45056935817805	-9.14166666666668	39.43333333333333
2933	Portugal	Leiria	Caldas da Rainha	Vidais	1063.0	-9.047716894977185	39.367756410256405	-9.033333333333331	39.35833333333333
2934	Portugal	Leiria	Castanheira de Pêra	Castanheira De Pêra	3296.0	-8.210608272506107	40.00470578401872	-8.208333333333343	39.99166666666666
2935	Portugal	Leiria	Castanheira de Pêra	Coentral	45.0	-8.187083333333334	40.06249999999999	-8.175000000000011	40.05833333333333
2936	Portugal	Leiria	Figueiró dos Vinhos	Aguda	1526.0	-8.351376146788994	39.91013570822731	-8.324999999999989	39.92499999999999
2937	Portugal	Leiria	Figueiró dos Vinhos	Arega	999.0	-8.318037974683563	39.84090632603406	-8.316666666666663	39.80833333333333
2938	Portugal	Leiria	Figueiró dos Vinhos	Bairradas	549.0	-8.243655913978472	39.86691279887482	-8.241666666666674	39.86666666666666
2939	Portugal	Leiria	Figueiró dos Vinhos	Campelo	287.0	-8.264215686274497	39.992810457516335	-8.26666666666668	39.974999999999994
2940	Portugal	Leiria	Figueiró dos Vinhos	Figueiró Dos Vinhos	3549.0	-8.274579124579134	39.90379945162553	-8.275000000000006	39.87499999999999
2941	Portugal	Leiria	Leiria	Amor	4846.0	-8.880817875210766	39.800707093143785	-8.875	39.79999999999999
2942	Portugal	Leiria	Leiria	Arrabal	3072.0	-8.720231729055257	39.70989247311827	-8.73333333333332	39.69166666666666
2943	Portugal	Leiria	Leiria	Azoia	2074.0	-8.839438943894407	39.71195100279258	-8.849999999999994	39.70833333333333
2944	Portugal	Leiria	Leiria	Bajouca	2040.0	-8.781688596491222	39.89674956369982	-8.791666666666657	39.87499999999999
2945	Portugal	Leiria	Leiria	Barosa	2357.0	-8.84613037893385	39.753849144634515	-8.85833333333332	39.74999999999999
2946	Portugal	Leiria	Leiria	Barreira	3437.0	-8.804347826086968	39.70783018867924	-8.816666666666663	39.69166666666666
2947	Portugal	Leiria	Leiria	Bidoeira De Cima	1906.0	-8.749600000000015	39.842922885572136	-8.758333333333326	39.824999999999996
2948	Portugal	Leiria	Leiria	Boa Vista	2175.0	-8.754324894514781	39.78179563492063	-8.758333333333326	39.758333333333326
2949	Portugal	Leiria	Leiria	Caranguejeira	4538.0	-8.70651276276277	39.7419013018468	-8.708333333333343	39.73333333333333
2950	Portugal	Leiria	Leiria	Carreira	825.0	-8.848113207547158	39.871030534351135	-8.866666666666674	39.85833333333333
2951	Portugal	Leiria	Leiria	Carvide	2866.0	-8.891105569409802	39.854679144385024	-8.908333333333331	39.849999999999994
2952	Portugal	Leiria	Leiria	Chainça	595.0	-8.712500000000006	39.66545542635659	-8.716666666666669	39.658333333333324
2953	Portugal	Leiria	Leiria	Coimbrão	1296.0	-8.88397766323024	39.90665374677002	-8.89166666666668	39.91666666666666
2954	Portugal	Leiria	Leiria	Colmeias	3711.0	-8.737196467991168	39.81299634273772	-8.699999999999989	39.76666666666666
2955	Portugal	Leiria	Leiria	Cortes	4513.0	-8.779454787234044	39.70505074532191	-8.775000000000006	39.68333333333333
2956	Portugal	Leiria	Leiria	Leiria	17597.0	-8.805523908165014	39.74164225260416	-8.816666666666663	39.73333333333333
2957	Portugal	Leiria	Leiria	Maceira	9276.0	-8.897446689113337	39.69450920245398	-8.900000000000006	39.67499999999999
2958	Portugal	Leiria	Leiria	Marrazes	15785.0	-8.809383812746745	39.76312068291411	-8.808333333333337	39.76666666666666
2959	Portugal	Leiria	Leiria	Memória	740.0	-8.652696078431376	39.80111336032388	-8.658333333333331	39.783333333333324
2960	Portugal	Leiria	Leiria	Milagres	2183.0	-8.768769113149858	39.801486633933436	-8.775000000000006	39.783333333333324
2961	Portugal	Leiria	Leiria	Monte Real	2616.0	-8.866156462585025	39.85012832125604	-8.875	39.84166666666666
2962	Portugal	Leiria	Leiria	Monte Redondo	4619.0	-8.83615819209038	39.896039844509225	-8.841666666666669	39.85833333333333
2963	Portugal	Leiria	Leiria	Ortigosa	2057.0	-8.842274305555577	39.82963623395149	-8.841666666666669	39.79999999999999
2964	Portugal	Leiria	Leiria	Parceiros	3514.0	-8.837669376693754	39.729363331235575	-8.849999999999994	39.71666666666666
2965	Portugal	Leiria	Leiria	Pousos	13299.0	-8.792046670948395	39.74272655899506	-8.775000000000006	39.74166666666666
2966	Portugal	Leiria	Leiria	Regueira De Pontes	1600.0	-8.820144356955382	39.79925847457626	-8.824999999999989	39.783333333333324
2967	Portugal	Leiria	Leiria	Santa Catarina Da Serra	4404.0	-8.670667989417979	39.68163301452355	-8.683333333333337	39.64999999999999
2968	Portugal	Leiria	Leiria	Santa Eufémia	2244.0	-8.759348561759737	39.76111810803246	-8.758333333333326	39.74166666666666
2969	Portugal	Leiria	Leiria	Souto De Carpalhosa	4174.0	-8.830608214849946	39.850117726202484	-8.816666666666663	39.79999999999999
2970	Portugal	Leiria	Marinha Grande	Marinha Grande	29044.0	-8.92721441947566	39.74812127520613	-8.925000000000011	39.724999999999994
2971	Portugal	Leiria	Marinha Grande	Moita	1080.0	-8.946341463414626	39.7042701863354	-8.958333333333343	39.71666666666666
2972	Portugal	Leiria	Marinha Grande	Vieira De Leiria	5235.0	-8.93174719375304	39.871544496346864	-8.941666666666663	39.83333333333333
2973	Portugal	Leiria	Nazaré	Famalicão	1617.0	-9.080130784708246	39.538463501786616	-9.083333333333343	39.533333333333324
2974	Portugal	Leiria	Nazaré	Nazaré	10074.0	-9.068720919411874	39.60488670741495	-9.058333333333337	39.59166666666666
2975	Portugal	Leiria	Nazaré	Valado Dos Frades	3038.0	-9.021499750871953	39.5878347942537	-9.025000000000006	39.59166666666666
2976	Portugal	Leiria	Óbidos	A Dos Negros	1358.0	-9.094907407407419	39.34589060710194	-9.099999999999994	39.31666666666666
2977	Portugal	Leiria	Óbidos	Amoreira	925.0	-9.204000664010607	39.346289537712885	-9.26666666666668	39.35833333333333
2978	Portugal	Leiria	Óbidos	Gaeiras	2563.0	-9.122898550724642	39.375069832402225	-9.125	39.37499999999999
2979	Portugal	Leiria	Óbidos	Óbidos (Santa Maria)	1603.0	-9.170098039215674	39.38443952802359	-9.175000000000011	39.34166666666666
2980	Portugal	Leiria	Óbidos	Óbidos (São Pedro)	1279.0	-9.159010270774985	39.35398882113821	-9.150000000000006	39.34166666666666
2981	Portugal	Leiria	Óbidos	Olho Marinho	1575.0	-9.232183297947643	39.33275240384614	-9.241666666666674	39.29999999999999
2982	Portugal	Leiria	Óbidos	Sobral Da Lagoa	236.0	-9.187609649122805	39.35420227920227	-9.191666666666663	39.35833333333333
2983	Portugal	Leiria	Óbidos	Usseira	1483.0	-9.155489021956072	39.333146964856226	-9.158333333333331	39.33333333333333
2984	Portugal	Leiria	Óbidos	Vau	884.0	-9.218849938499375	39.36860189573459	-9.224999999999994	39.383333333333326
2985	Portugal	Leiria	Pedrógão Grande	Graça	952.0	-8.224999999999994	39.9025641025641	-8.23333333333332	39.89166666666666
2986	Portugal	Leiria	Pedrógão Grande	Pedrógão Grande	2720.0	-8.144640852974192	39.92299885648942	-8.158333333333331	39.94166666666666
2987	Portugal	Leiria	Pedrógão Grande	Vila Facaia	501.0	-8.21941117764473	39.93751788268955	-8.216666666666669	39.94166666666666
2988	Portugal	Leiria	Peniche	Atouguia Da Baleia	8487.0	-9.322359735973606	39.328812056737576	-9.333333333333343	39.27499999999999
2989	Portugal	Leiria	Peniche	Ferrel	2507.0	-9.31644567219152	39.36400343642611	-9.316666666666663	39.349999999999994
2990	Portugal	Leiria	Peniche	Peniche (Ajuda)	9087.0	-9.38405957656326	39.36343198058513	-9.375	39.36666666666666
2991	Portugal	Leiria	Peniche	Peniche (Conceição)	1187.0	-9.395836843583254	39.36250351024992	-9.400000000000006	39.36666666666666
2992	Portugal	Leiria	Peniche	Peniche (São Pedro)	89.0	-9.404213483146066	39.362546816479394	-9.408333333333331	39.36666666666666
2993	Portugal	Leiria	Peniche	Serra D' El-Rei	1323.0	-9.27174971363118	39.332687793427226	-9.283333333333331	39.33333333333333
2994	Portugal	Leiria	Pombal	Abiul	2793.0	-8.510233918128648	39.88050486618005	-8.51666666666668	39.824999999999996
2995	Portugal	Leiria	Pombal	Albergaria Dos Doze	2083.0	-8.582765151515162	39.80200421940927	-8.591666666666669	39.77499999999999
2996	Portugal	Leiria	Pombal	Almagreira	2802.0	-8.67847222222224	39.98430810397553	-8.675000000000011	39.974999999999994
2997	Portugal	Leiria	Pombal	Carnide	1947.0	-8.731535947712416	39.88530783582089	-8.724999999999994	39.84166666666666
2998	Portugal	Leiria	Pombal	Carriço	3389.0	-8.821711509715982	40.000428571428564	-8.849999999999994	39.95833333333333
2999	Portugal	Leiria	Pombal	Guia	2772.0	-8.787577365163571	39.949739583333326	-8.824999999999989	39.93333333333333
3000	Portugal	Leiria	Pombal	Ilha	1979.0	-8.76366071428572	39.920210449927424	-8.775000000000006	39.883333333333326
3001	Portugal	Leiria	Pombal	Louriçal	4832.0	-8.737077294686003	40.00847602739725	-8.758333333333326	39.95833333333333
3002	Portugal	Leiria	Pombal	Mata Mourisca	1452.0	-8.74088319088321	39.95072629969418	-8.741666666666674	39.89999999999999
3003	Portugal	Leiria	Pombal	Meirinhas	1644.0	-8.701195426195426	39.84645602706026	-8.716666666666669	39.849999999999994
3004	Portugal	Leiria	Pombal	Pelariga	2189.0	-8.608519900497498	39.954488304093566	-8.60833333333332	39.92499999999999
3005	Portugal	Leiria	Pombal	Pombal	17564.0	-8.63330827821207	39.91655021316911	-8.658333333333331	39.908333333333324
3006	Portugal	Leiria	Pombal	Redinha	2488.0	-8.580437853107355	40.00020599250936	-8.591666666666669	39.974999999999994
3007	Portugal	Leiria	Pombal	Santiago De Litém	2404.0	-8.623393574297182	39.85799851190475	-8.616666666666674	39.83333333333333
3008	Portugal	Leiria	Pombal	São Simão De Litém	1418.0	-8.613563829787239	39.82828810020876	-8.60833333333332	39.79166666666666
3009	Portugal	Leiria	Pombal	Vermoil	2483.0	-8.688253697383402	39.86049333333333	-8.675000000000011	39.84166666666666
3010	Portugal	Leiria	Pombal	Vila Cã	1681.0	-8.57659313725489	39.87318092428711	-8.574999999999989	39.84166666666666
3011	Portugal	Leiria	Porto de Mós	Alcaria	259.0	-8.788333333333327	39.57182539682539	-8.800000000000011	39.55833333333333
3012	Portugal	Leiria	Porto de Mós	Alqueidão Da Serra	1739.0	-8.77770370370368	39.61261812714776	-8.775000000000006	39.599999999999994
3013	Portugal	Leiria	Porto de Mós	Alvados	562.0	-8.762499999999989	39.5528869047619	-8.775000000000006	39.54166666666666
3014	Portugal	Leiria	Porto de Mós	Arrimal	892.0	-8.881699346405213	39.48773431132844	-8.89166666666668	39.474999999999994
3015	Portugal	Leiria	Porto de Mós	Calvaria De Cima	2240.0	-8.868562734082388	39.64194732297063	-8.866666666666674	39.62499999999999
3016	Portugal	Leiria	Porto de Mós	Juncal	3728.0	-8.898165760869574	39.607439782439776	-8.908333333333331	39.61666666666666
3017	Portugal	Leiria	Porto de Mós	Mendiga	954.0	-8.850340136054427	39.495728114478105	-8.85833333333332	39.474999999999994
3018	Portugal	Leiria	Porto de Mós	Mira De Aire	3711.0	-8.71453887195122	39.543778248587564	-8.724999999999994	39.508333333333326
3019	Portugal	Leiria	Porto de Mós	Pedreiras	2736.0	-8.872646310432572	39.59672932330827	-8.875	39.56666666666666
3020	Portugal	Leiria	Porto de Mós	Porto De Mós (São João Baptista)	4533.0	-8.815591770688854	39.60307837898017	-8.816666666666663	39.599999999999994
3021	Portugal	Leiria	Porto de Mós	Porto De Mós (São Pedro)	2774.0	-8.840416666666641	39.612312312312305	-8.841666666666669	39.599999999999994
3022	Portugal	Leiria	Porto de Mós	São Bento	774.0	-8.774731182795705	39.51976911976911	-8.783333333333331	39.508333333333326
3023	Portugal	Leiria	Porto de Mós	Serro Ventoso	1067.0	-8.84308943089431	39.54894894894894	-8.833333333333343	39.533333333333324
3024	Portugal	Lisboa	Alenquer	Abrigada	2972.0	-9.024706055261618	39.143762131639306	-9.033333333333331	39.09166666666666
3025	Portugal	Lisboa	Alenquer	Aldeia Galega Da Merceana	2360.0	-9.117968749999989	39.09907864429088	-9.133333333333326	39.09166666666666
3026	Portugal	Lisboa	Alenquer	Aldeia Gavinha	1312.0	-9.077651515151501	39.08863029696362	-9.083333333333343	39.08333333333333
3027	Portugal	Lisboa	Alenquer	Alenquer (Santo Estêvão)	5713.0	-8.996353688399154	39.04632225119513	-9.008333333333326	39.02499999999999
3028	Portugal	Lisboa	Alenquer	Alenquer (Triana)	4707.0	-9.004981884057969	39.06070683359415	-9.0	39.04166666666666
3029	Portugal	Lisboa	Alenquer	Cabanas De Torres	746.0	-9.06250809061487	39.15266990291261	-9.066666666666663	39.16666666666666
3030	Portugal	Lisboa	Alenquer	Cadafais	555.0	-9.00950854700855	39.0216325660699	-9.01666666666668	39.01666666666666
3031	Portugal	Lisboa	Alenquer	Carnota	1557.0	-9.064501633986907	39.0404786862334	-9.074999999999989	39.008333333333326
3032	Portugal	Lisboa	Alenquer	Carregado	12514.0	-8.972936878668094	39.022817436867186	-8.966666666666669	38.99999999999999
3033	Portugal	Lisboa	Alenquer	Meca	1318.0	-9.037734082397009	39.09019607843137	-9.033333333333331	39.074999999999996
3034	Portugal	Lisboa	Alenquer	Olhalvo	1713.0	-9.062824074074058	39.10267759562841	-9.074999999999989	39.08333333333333
3035	Portugal	Lisboa	Alenquer	Ota	1566.0	-8.988577097505669	39.11189727463312	-8.98333333333332	39.11666666666666
3036	Portugal	Lisboa	Alenquer	Pereiro De Palhacana	788.0	-9.118627450980398	39.04840553549939	-9.116666666666674	39.04999999999999
3037	Portugal	Lisboa	Alenquer	Ribafria	804.0	-9.084908536585374	39.06858311800171	-9.091666666666669	39.04999999999999
3038	Portugal	Lisboa	Alenquer	Ventosa	2131.0	-9.084306853582547	39.12190582959641	-9.099999999999994	39.074999999999996
3039	Portugal	Lisboa	Alenquer	Vila Verde Dos Francos	1130.0	-9.11261437908496	39.15470934510669	-9.10833333333332	39.12499999999999
3040	Portugal	Lisboa	Amadora	Alfornelos	20944.0	-9.204167026078977	38.76586086431467	-9.208333333333343	38.76666666666666
3041	Portugal	Lisboa	Amadora	Alfragide	7116.0	-9.220833333333331	38.73749999999999	-9.224999999999994	38.74166666666666
3042	Portugal	Lisboa	Amadora	Brandoa	9790.0	-9.220833926284342	38.77247165694226	-9.224999999999994	38.77499999999999
3043	Portugal	Lisboa	Amadora	Buraca	20306.0	-9.212500313542535	38.743633205407974	-9.216666666666669	38.74166666666666
3044	Portugal	Lisboa	Amadora	Damaia	15414.0	-9.222467858970901	38.74583333333333	-9.224999999999994	38.74166666666666
3045	Portugal	Lisboa	Amadora	Falagueira	17062.0	-9.227277825099378	38.762499999999996	-9.224999999999994	38.758333333333326
3046	Portugal	Lisboa	Amadora	Mina	22605.0	-9.237500327490892	38.76573659252272	-9.25	38.77499999999999
3047	Portugal	Lisboa	Amadora	Reboleira	17023.0	-9.230475363437534	38.75416691143354	-9.23333333333332	38.74999999999999
3048	Portugal	Lisboa	Amadora	São Brás	24590.0	-9.232828786870726	38.775302466949945	-9.241666666666674	38.77499999999999
3049	Portugal	Lisboa	Amadora	Venda Nova	7318.0	-9.220833333333331	38.75455371365989	-9.224999999999994	38.758333333333326
3050	Portugal	Lisboa	Amadora	Venteira	13304.0	-9.245833333333337	38.75861651660373	-9.25	38.74166666666666
3051	Portugal	Lisboa	Arruda dos Vinhos	Arranhó	1889.0	-9.156612318840558	38.966071428571425	-9.150000000000006	38.94166666666666
3052	Portugal	Lisboa	Arruda dos Vinhos	Arruda Dos Vinhos	7612.0	-9.078610700804205	38.98834388185653	-9.066666666666663	38.99166666666666
3053	Portugal	Lisboa	Arruda dos Vinhos	Cardosas	862.0	-9.037547892720312	38.97593607305936	-9.041666666666657	38.96666666666666
3054	Portugal	Lisboa	Arruda dos Vinhos	Santiago Dos Velhos	2129.0	-9.126943005181346	38.952268466441694	-9.116666666666674	38.949999999999996
3055	Portugal	Lisboa	Azambuja	Alcoentre	3588.0	-8.957813620071676	39.21398005148004	-8.966666666666669	39.18333333333333
3056	Portugal	Lisboa	Azambuja	Aveiras De Baixo	1764.0	-8.841545307443369	39.1119684499314	-8.849999999999994	39.06666666666666
3057	Portugal	Lisboa	Azambuja	Aveiras De Cima	4488.0	-8.901017943409272	39.13857868020304	-8.916666666666657	39.12499999999999
